"ID","pubYear","best_common","common_length","common_first_3","common_last_3","common_last_2","best_full","full_first","full_mid","full_last","full_word_count","stat","bio","optics_count"
32758136,2020,"gsdb",4,"gsd","sdb","db","genome structure database","genome","structure","database",3,"opaque","opaque",1006
29069473,2018,"gvm",3,"gvm","gvm","vm","genome variation map","genome","variation","map",3,"opaque","opaque",1006
34175476,2021,"gwh",3,"gwh","gwh","wh","genome warehouse","genome","","warehouse",2,"opaque","opaque",1006
25065645,2014,"ectogem",7,"ect","gem","em","genome-scale metabolic network of ectocarpus","genome-scale","metabolic network of","ectocarpus",6,"opaque","opaque",1006
23245398,2012,"gwidd",5,"gwi","idd","dd","genome-wide docking database","genome-wide","docking","database",4,"opaque","opaque",1006
24767249,2014,"gmtv",4,"gmt","mtv","tv","genome-wide mycobacterium tuberculosis variation","genome-wide","mycobacterium tuberculosis","variation",5,"opaque","opaque",1006
25428361,2015,"grasp",5,"gra","asp","sp","genome-wide repository of associations between snps and phenotypes","genome-wide","repository of associations between snps and","phenotypes",9,"opaque","opaque",1006
27794040,2017,"gold",4,"gol","old","ld","genomes online database","genomes","online","database",3,"opaque","opaque",1006
27045824,2016,"gpkb",4,"gpk","pkb","kb","genomic and proteomic knowledge base","genomic","and proteomic knowledge","base",5,"opaque","opaque",1006
28771471,2017,"geome",5,"geo","ome","me","genomic observatories metadatabase","genomic","observatories","metadatabase",3,"opaque","opaque",1006
24007337,2013,"grasp",5,"gra","asp","sp","genomic resource access for stoichioproteomics","genomic","resource access for","stoichioproteomics",5,"opaque","opaque",1006
26673694,2016,"gtrnadb",7,"gtr","adb","db","genomic trna database","genomic","trna","database",3,"translucent","opaque",6
32330167,2020,"geoboundaries",13,"geo","ies","es","geoboundaries global administrative database","geoboundaries","global administrative","database",4,"opaque","translucent",94
27037912,2016,"gamdb",5,"gam","mdb","db","gerontology-autophagic-microrna database","gerontology-autophagic-microrna","","database",4,"opaque","opaque",1006
25010047,2014,"gbm-biodp",9,"gbm","odp","dp","glioblastoma bio discovery portal","glioblastoma","bio discovery","portal",4,"opaque","opaque",1006
30365027,2019,"gcmeta",6,"gcm","eta","ta","global catalogue of metagenomics","global","catalogue of","metagenomics",4,"opaque","opaque",1006
24377417,2013,"gcm",3,"gcm","gcm","cm","global catalogue of microorganisms","global","catalogue of","microorganisms",4,"opaque","opaque",1006
33119759,2021,"gctype",6,"gct","ype","pe","global catalogue of type strain","global","catalogue of type","strain",5,"opaque","opaque",1006
34158935,2021,"gemi",4,"gem","emi","mi","global earth mineral inventory","global","earth mineral","inventory",4,"opaque","opaque",1006
27694206,2016,"ggbn",4,"ggb","gbn","bn","global genome biodiversity network","global","genome biodiversity","network",4,"opaque","opaque",1006
24336862,2014,"giga",4,"gig","iga","ga","global invertebrate genomics alliance","global","invertebrate genomics","alliance",4,"opaque","opaque",1006
27504778,2016,"gnps",4,"gnp","nps","ps","global natural products social molecular networking","global","natural products social molecular","networking",6,"opaque","opaque",1006
34378141,2022,"gpgd",4,"gpg","pgd","gd","global pharmacopoeia genome database","global","pharmacopoeia genome","database",4,"opaque","opaque",1006
23104379,2013,"gfdb",4,"gfd","fdb","db","glycan fragment database","glycan","fragment","database",3,"opaque","opaque",1006
31841142,2020,"glymdb",6,"gly","mdb","db","glycan microarray database","glycan","microarray","database",3,"opaque","translucent",94
32163115,2020,"grall",5,"gra","all","ll","glycine receptor allosteric ligands library","glycine","receptor allosteric ligands","library",5,"opaque","opaque",1006
27436239,2016,"glycogait",9,"gly","ait","it","glycosylation and gut associated immune tolerance","glycosylation","and gut associated immune","tolerance",6,"opaque","translucent",94
33965348,2021,"ggvd",4,"ggv","gvd","vd","goat genome variation database","goat","genome variation","database",4,"opaque","translucent",94
28365739,2017,"grtedb",6,"grt","edb","db","gossypium raimondii transposable elements database","gossypium","raimondii transposable elements","database",5,"opaque","opaque",1006
20931385,2011,"gramene",7,"gra","ene","ne","gramene database","gramene","","database",2,"opaque","opaque",1006
31592084,2019,"gcgvd",5,"gcg","gvd","vd","grass carp genomic visualization database","grass","carp genomic visualization","database",5,"opaque","translucent",94
26578586,2016,"greenc",6,"gre","enc","nc","green non-coding database","green","non-coding","database",4,"opaque","opaque",1006
33252190,2021,"grindb",6,"gri","ndb","db","grin database","grin","","database",2,"opaque","opaque",1006
21337704,2011,"gpde",4,"gpd","pde","de","griss proteomics database engine","griss","proteomics database","engine",4,"opaque","opaque",1006
32496513,2021,"gutmega",7,"gut","ega","ga","gut metagenome atlas","gut","metagenome","atlas",3,"opaque","opaque",1006
22016855,2011,"gydb",4,"gyd","ydb","db","gypsy database concerning mobile genetic","gypsy","database concerning mobile","genetic",5,"opaque","opaque",1006
23245335,2013,"h-invdb",7,"h-i","vdb","db","h-invitational database","h-invitational","","database",3,"opaque","opaque",1006
25450223,2014,"higdb",5,"hig","gdb","db","haemophilus influenzae genome database","haemophilus","influenzae genome","database",4,"opaque","opaque",1006
25468930,2014,"hprotdb",7,"hpr","tdb","db","halophile protein database","halophile","protein","database",3,"opaque","translucent",94
23095476,2012,"hfwadb",6,"hfw","adb","db","hawaiian freshwater algal database","hawaiian","freshwater algal","database",4,"opaque","opaque",1006
27527702,2016,"hcvivdb",7,"hcv","vdb","db","hcv ires variation database","hcv","ires variation","database",4,"opaque","opaque",1006
31139565,2019,"hncdb",5,"hnc","cdb","db","head and neck cancer database","head","and neck cancer","database",5,"opaque","opaque",1006
22874333,2012,"hetop",5,"het","top","op","health terminology/ontology portal","health","terminology/ontology","portal",4,"opaque","opaque",1006
30053237,2018,"hdncrna",7,"hdn","rna","na","heart disease-related non-coding rnas database","heart","disease-related non-coding rnas","database",7,"translucent","translucent",17
34791105,2021,"hfip",4,"hfi","fip","ip","heart failure integrated platform","heart","failure integrated","platform",4,"opaque","opaque",1006
22923302,2012,"hspir",5,"hsp","pir","ir","heat shock protein information resource","heat","shock protein information","resource",5,"opaque","opaque",1006
33417691,2021,"hgfdb",5,"hgf","fdb","db","helmeted guinea fowl database","helmeted","guinea fowl","database",4,"opaque","opaque",1006
21760913,2011,"helmcop",7,"hel","cop","op","helminth control and prevention","helminth","control and","prevention",4,"opaque","opaque",1006
23281827,2012,"hsd",3,"hsd","hsd","sd","helminth secretome database","helminth","secretome","database",3,"opaque","opaque",1006
26590403,2016,"sbr-blood",9,"sbr","ood","od","hematopoietic systems biology repository","hematopoietic","systems biology","repository",4,"opaque","translucent",94
28708269,2017,"hemeoxdb",8,"hem","xdb","db","heme oxygenase database","heme","oxygenase","database",3,"opaque","transparent",17
22064861,2012,"hfv",3,"hfv","hfv","fv","hemorrhagic fever virus database","hemorrhagic","fever virus","database",4,"opaque","opaque",1006
21930248,2011,"hcvpro",6,"hcv","pro","ro","hepatitis c virus protein interaction database","hepatitis","c virus protein interaction","database",6,"opaque","opaque",1006
30266410,2018,"hccdb",5,"hcc","cdb","db","hepatocellular carcinoma database","hepatocellular","carcinoma","database",3,"opaque","opaque",1006
34164644,2021,"hfbd",4,"hfb","fbd","bd","hf biomarker knowledge database","hf","biomarker knowledge","database",4,"opaque","opaque",1006
33259604,2020,"hahmir.db",9,"hah",".db","db","high-altitude human mirna database","high-altitude","human mirna","database",5,"opaque","translucent",94
28365729,2017,"hivoligodb",10,"hiv","odb","db","hiv oligonucleotide database","hiv","oligonucleotide","database",3,"opaque","transparent",17
27189608,2016,"hla-adr",7,"hla","adr","dr","hla and adverse drug reaction database","hla","and adverse drug reaction","database",6,"opaque","opaque",1006
23016940,2011,"homeodb2",8,"hom","db2","b2","homeobox gene database","homeobox","gene","database",3,"opaque","opaque",1006
24931751,2014,"hombrex",7,"hom","rex","ex","homeopathy basic research experiments","homeopathy","basic research","experiments",4,"opaque","opaque",1006
26586801,2016,"hocomoco",8,"hoc","oco","co","homo sapiens comprehensive model collection","homo","sapiens comprehensive model","collection",5,"opaque","opaque",1006
29315358,2018,"htt-db",6,"htt","-db","db","horizontal transposon transfer database","horizontal","transposon transfer","database",4,"opaque","opaque",1006
25178365,2014,"hsdb",4,"hsd","sdb","db","horse single nucleotide polymorphism and expression database","horse","single nucleotide polymorphism and expression","database",7,"opaque","opaque",1006
33045729,2021,"gimica",6,"gim","ica","ca","host genetic and immune factors shaping human microbiota","host","genetic and immune factors shaping human","microbiota",8,"opaque","opaque",1006
29028885,2018,"hotresdb",8,"hot","sdb","db","host transcriptional response database","host","transcriptional response","database",4,"opaque","opaque",1006
24137008,2014,"hopaci-db",9,"hop","-db","db","host-pseudomonas and coxiella interaction database","host-pseudomonas","and coxiella interaction","database",6,"opaque","opaque",1006
23193293,2013,"hagr",4,"hag","agr","gr","human ageing genomic resources","human","ageing genomic","resources",4,"opaque","opaque",1006
22613085,2012,"haltorf",7,"hal","orf","rf","human alternative open reading frames","human","alternative open reading","frames",5,"opaque","translucent",94
28212602,2017,"happi",5,"hap","ppi","pi","human annotated and predicted protein interactions","human","annotated and predicted protein","interactions",6,"opaque","opaque",1006
30066211,2018,"hamdb",5,"ham","mdb","db","human autophagy modulator database","human","autophagy modulator","database",4,"opaque","opaque",1006
34642750,2021,"hbfp",4,"hbf","bfp","fp","human body fluid proteome","human","body fluid","proteome",4,"opaque","opaque",1006
31976536,2020,"hbdb",4,"hbd","bdb","db","human breathomics database","human","breathomics","database",3,"opaque","opaque",1006
29088455,2018,"hcmdb",5,"hcm","mdb","db","human cancer metastasis database","human","cancer metastasis","database",4,"opaque","opaque",1006
28529078,2017,"hcsgd",5,"hcs","sgd","gd","human cellular senescence gene database","human","cellular senescence gene","database",5,"opaque","opaque",1006
25332398,2015,"depod",5,"dep","pod","od","human dephosphorylation database","human","dephosphorylation","database",3,"opaque","opaque",1006
23369322,2013,"hdam",4,"hda","dam","am","human disease associated mutation","human","disease associated","mutation",4,"opaque","opaque",1006
33439542,2021,"hdg",3,"hdg","hdg","dg","human disease genes website series","human","disease genes website","series",5,"opaque","opaque",1006
26631432,2016,"hdi",3,"hdi","hdi","di","human disease insight","human","disease","insight",3,"opaque","opaque",1006
22135302,2012,"diseasemeth",11,"dis","eth","th","human disease methylation database","human","disease methylation","database",4,"translucent","transparent",12
29077884,2018,"hedd",4,"hed","edd","dd","human enhancer disease database","human","enhancer disease","database",4,"opaque","opaque",1006
33119754,2021,"hera",4,"her","era","ra","human enhancer rna atlas","human","enhancer rna","atlas",4,"opaque","opaque",1006
22761927,2012,"hemd",4,"hem","emd","md","human epigenetic enzyme and modulator database","human","epigenetic enzyme and modulator","database",6,"opaque","opaque",1006
30032758,2018,"hfmdb",5,"hfm","mdb","db","human fecal metabolome database","human","fecal metabolome","database",4,"opaque","opaque",1006
22140100,2012,"hgpd",4,"hgp","gpd","pd","human gene and protein database","human","gene and protein","database",5,"opaque","opaque",1006
22948725,2012,"hgmd",4,"hgm","gmd","md","human gene mutation database","human","gene mutation","database",4,"opaque","opaque",1006
23717556,2013,"hgpgd",5,"hgp","pgd","gd","human gene population genetic difference database","human","gene population genetic difference","database",6,"opaque","opaque",1006
27733501,2017,"hipsci",6,"hip","sci","ci","human induced pluripotent stem cell initiative","human","induced pluripotent stem cell","initiative",6,"opaque","opaque",1006
31783725,2019,"hkpocket",8,"hkp","ket","et","human kinase pocket","human","kinase","pocket",3,"opaque","translucent",94
23584836,2013,"hlgdb",5,"hlg","gdb","db","human lysosome gene database","human","lysosome gene","database",4,"opaque","opaque",1006
26209309,2015,"hma",3,"hma","hma","ma","human metabolic atlas","human","metabolic","atlas",3,"opaque","opaque",1006
30364956,2019,"hmdd",4,"hmd","mdd","dd","human microrna disease database","human","microrna disease","database",4,"opaque","opaque",1006
28967693,2018,"huma",4,"hum","uma","ma","human mutation analysis","human","mutation","analysis",3,"opaque","opaque",1006
23585031,2013,"horde",5,"hor","rde","de","human olfactory receptor data explorer","human","olfactory receptor data","explorer",5,"opaque","opaque",1006
34846641,2022,"hodd",4,"hod","odd","dd","human ophthalmic diseases database","human","ophthalmic diseases","database",4,"opaque","opaque",1006
29760467,2018,"homd",4,"hom","omd","md","human oral microbiome database","human","oral microbiome","database",4,"opaque","opaque",1006
22165817,2011,"homer",5,"hom","mer","er","human organ-specific molecular","human","organ-specific","molecular",4,"opaque","opaque",1006
26578596,2016,"hpmc",4,"hpm","pmc","mc","human pan-microbe communities","human","pan-microbe","communities",4,"opaque","opaque",1006
24217912,2014,"hpo",3,"hpo","hpo","po","human phenotype ontology project","human","phenotype ontology","project",4,"opaque","opaque",1006
22804825,2013,"hupho",5,"hup","pho","ho","human phosphatase portal","human","phosphatase","portal",3,"opaque","opaque",1006
32707486,2020,"hpscreg",7,"hps","reg","eg","human pluripotent stem cell registry","human","pluripotent stem cell","registry",5,"opaque","opaque",1006
23282181,2012,"pcdq",4,"pcd","cdq","dq","human protein complex database","human","protein complex","database",4,"opaque","opaque",1006
34032471,2021,"hsp",3,"hsp","hsp","sp","human salivary proteome wiki","human","salivary proteome","wiki",4,"opaque","opaque",1006
30371817,2019,"sedb",4,"sed","edb","db","human super-enhancer database","human","super-enhancer","database",4,"opaque","opaque",1006
23436708,2013,"htpd",4,"htp","tpd","pd","human testis proteome database","human","testis proteome","database",4,"opaque","opaque",1006
34534667,2021,"texas",5,"tex","xas","as","human tissue-specific exposome atlas","human","tissue-specific exposome","atlas",5,"opaque","opaque",1006
22900683,2012,"htridb",6,"htr","idb","db","human transcriptional regulation interactions database","human","transcriptional regulation interactions","database",5,"opaque","opaque",1006
24558441,2014,"htd",3,"htd","htd","td","human transporter database","human","transporter","database",3,"opaque","opaque",1006
28334239,2018,"coexpressmap",12,"coe","map","ap","human-mouse general co-expression difference database","human-mouse","general co-expression difference","database",7,"opaque","transparent",17
33515030,2021,"hvidb",5,"hvi","idb","db","human-virus interaction database","human-virus","interaction","database",4,"opaque","opaque",1006
29761469,2018,"hgd",3,"hgd","hgd","gd","hymenoptera genome database","hymenoptera","genome","database",3,"opaque","opaque",1006
23734660,2013,"iedb",4,"ied","edb","db","immune epitope database","immune","epitope","database",3,"opaque","opaque",1006
22610854,2012,"iedb-ar",7,"ied","-ar","ar","immune epitope database analysis resource","immune","epitope database analysis","resource",5,"opaque","opaque",1006
23180793,2013,"ipd",3,"ipd","ipd","pd","immuno polymorphism database","immuno","polymorphism","database",3,"opaque","opaque",1006
23991755,2013,"iimdb",5,"iim","mdb","db","in vivo/in silico metabolites database","in","vivo/in silico metabolites","database",6,"opaque","opaque",1006
28592645,2017,"isvdb",5,"isv","vdb","db","inbred strain variant database","inbred","strain variant","database",4,"opaque","opaque",1006
31231133,2019,"ipgb",4,"ipg","pgb","gb","incontinentia pigmenti genetic biobank","incontinentia","pigmenti genetic","biobank",4,"opaque","opaque",1006
22127860,2012,"indelfr",7,"ind","lfr","fr","indel flanking region database","indel","flanking region","database",4,"opaque","opaque",1006
21624339,2011,"ilisi",5,"ili","isi","si","index of italian literature on nursing sciences","index","of italian literature on nursing","sciences",7,"opaque","opaque",1006
22102591,2012,"ibis",4,"ibi","bis","is","inferred biomolecular interaction server","inferred","biomolecular interaction","server",4,"opaque","opaque",1006
32941628,2021,"iddb",4,"idd","ddb","db","infertility disease database","infertility","disease","database",3,"opaque","opaque",1006
33929018,2021,"ibddb",5,"ibd","ddb","db","inflammatory bowel disease (ibd) database","inflammatory","bowel disease (ibd)","database",5,"opaque","opaque",1006
22260278,2012,"ird",3,"ird","ird","rd","influenza research database","influenza","research","database",3,"opaque","opaque",1006
26519466,2016,"ic4r",4,"ic4","c4r","4r","information commons for rice","information","commons for","rice",4,"opaque","opaque",1006
24616562,2014,"ibin",4,"ibi","bin","in","insect barcode informatica","insect","barcode","informatica",3,"opaque","opaque",1006
22984621,2012,"iiid",4,"iii","iid","id","insect innate immunity database","insect","innate immunity","database",4,"opaque","opaque",1006
29041922,2017,"ican",4,"ica","can","an","institute collection and analysis of nanobodies","institute","collection and analysis of","nanobodies",6,"opaque","opaque",1006
22698731,2012,"igfmdb",6,"igf","mdb","db","insulin-like growth factor mutation database","insulin-like","growth factor mutation","database",6,"opaque","opaque",1006
28557712,2017,"ice",3,"ice","ice","ce","integrated chemical environment","integrated","chemical","environment",3,"opaque","opaque",1006
33740463,2021,"icscb",5,"ics","scb","cb","integrated collection of stem cell bank data","integrated","collection of stem cell bank","data",7,"opaque","opaque",1006
24324765,2013,"indigo",6,"ind","igo","go","integrated data warehouse of microbial genomes","integrated","data warehouse of microbial","genomes",6,"opaque","opaque",1006
26516188,2016,"iid",3,"iid","iid","id","integrated interactions database","integrated","interactions","database",3,"opaque","opaque",1006
22792232,2012,"img/m",5,"img","g/m","/m","integrated microbial genomes and metagenomes","integrated","microbial genomes and","metagenomes",5,"opaque","opaque",1006
31665416,2020,"img-abc",7,"img","abc","bc","integrated microbial genomes atlas of biosynthetic gene clusters","integrated","microbial genomes atlas of biosynthetic gene","clusters",8,"opaque","opaque",1006
23046449,2012,"ipad",4,"ipa","pad","ad","integrated pathway analysis database for systematic enrichment analysis","integrated","pathway analysis database for systematic enrichment","analysis",8,"opaque","opaque",1006
23282057,2012,"intpath",7,"int","ath","th","integrated pathway gene relationship database","integrated","pathway gene relationship","database",5,"opaque","translucent",94
22140115,2012,"ipavs",5,"ipa","avs","vs","integrated pathway resources","integrated","pathway","resources",3,"opaque","opaque",1006
27841751,2016,"irrmc",5,"irr","rmc","mc","integrated resource for reproducibility in macromolecular crystallography","integrated","resource for reproducibility in macromolecular","crystallography",7,"opaque","opaque",1006
22120663,2011,"inoh",4,"ino","noh","oh","integrating network objects with hierarchies","integrating","network objects with","hierarchies",5,"opaque","opaque",1006
33406221,2021,"icysmod",7,"icy","mod","od","integrative database for protein cysteine modifications in eukaryotes","integrative","database for protein cysteine modifications in","eukaryotes",8,"opaque","translucent",94
27081555,2015,"ijgvd",5,"ijg","gvd","vd","integrative japanese genome variation database","integrative","japanese genome variation","database",5,"opaque","opaque",1006
28168018,2017,"irbas",5,"irb","bas","as","intermittent river biodiversity analysis and synthesis","intermittent","river biodiversity analysis and","synthesis",6,"opaque","opaque",1006
29040670,2018,"ictv",4,"ict","ctv","tv","international committee on taxonomy of viruses","international","committee on taxonomy of","viruses",6,"opaque","opaque",1006
27638885,2017,"igsr",4,"igs","gsr","sr","international genome sample resource","international","genome sample","resource",4,"opaque","opaque",1006
26340938,2015,"ikmc",4,"ikm","kmc","mc","international knockout mouse consortium","international","knockout mouse","consortium",4,"opaque","opaque",1006
22080546,2012,"insdc",5,"ins","sdc","dc","international nucleotide sequence database collaboration","international","nucleotide sequence database","collaboration",5,"opaque","opaque",1006
30584170,2018,"mdsgene",7,"mds","ene","ne","international parkinson's disease and movement disorder society gene database","international","parkinson's disease and movement disorder society gene","database",10,"translucent","translucent",17
31838187,2020,"isar",4,"isa","sar","ar","international severe asthma registry","international","severe asthma","registry",4,"opaque","opaque",1006
28322240,2017,"isciemeds",9,"isc","eds","ds","international spinal cord injury endocrine and metabolic extended data set","international","spinal cord injury endocrine and metabolic extended data","set",10,"opaque","opaque",1006
22674159,2012,"iuphar-db",9,"iup","-db","db","international union of basic and clinical pharmacology database","international","union of basic and clinical pharmacology","database",8,"opaque","opaque",1006
22067451,2012,"ideal",5,"ide","eal","al","intrinsically disordered proteins with extensive annotations and literature","intrinsically","disordered proteins with extensive annotations and","literature",8,"opaque","opaque",1006
21914464,2011,"igd",3,"igd","igd","gd","intronless gene database","intronless","gene","database",3,"opaque","opaque",1006
27465544,2016,"igdd",4,"igd","gdd","dd","intronless genes database in dicots","intronless","genes database in","dicots",5,"opaque","opaque",1006
29548284,2018,"idpm",4,"idp","dpm","pm","ion distribution in protein molecules","ion","distribution in protein","molecules",5,"opaque","opaque",1006
30295851,2019,"jpost",5,"jpo","ost","st","japan proteome standard database","japan","proteome standard","database",4,"opaque","opaque",1006
29069501,2018,"jmorp",5,"jmo","orp","rp","japanese multi omics reference panel","japanese","multi omics reference","panel",5,"opaque","opaque",1006
24217911,2014,"agefactdb",9,"age","tdb","db","jenage ageing factor database","jenage","ageing factor","database",4,"translucent","translucent",17
27630202,2016,"kdd",3,"kdd","kdd","dd","kawasaki disease database","kawasaki","disease","database",3,"opaque","opaque",1006
21624162,2011,"kupkb",5,"kup","pkb","kb","kidney and urinary pathway knowledge base","kidney","and urinary pathway knowledge","base",6,"opaque","opaque",1006
32934277,2020,"stonemod",8,"sto","mod","od","kidney stone modulator database","kidney","stone modulator","database",4,"opaque","opaque",1006
33084889,2021,"klifs",5,"kli","ifs","fs","kinase-ligand interaction fingerprints and structures","kinase-ligand","interaction fingerprints and","structures",6,"opaque","opaque",1006
23584834,2013,"kddb",4,"kdd","ddb","db","kir and diseases database","kir","and diseases","database",4,"opaque","opaque",1006
32821400,2020,"kgd",3,"kgd","kgd","gd","kiwifruit genome database","kiwifruit","genome","database",3,"opaque","opaque",1006
26656885,2015,"kir",3,"kir","kir","ir","kiwifruit information resource","kiwifruit","information","resource",3,"opaque","opaque",1006
32133509,2020,"krgdb",5,"krg","gdb","db","korean reference genome database","korean","reference genome","database",4,"opaque","opaque",1006
26519400,2016,"kegg",4,"keg","egg","gg","kyoto encyclopedia of genes and genomes","kyoto","encyclopedia of genes and","genomes",6,"opaque","opaque",1006
21498547,2011,"lcced",5,"lcc","ced","ed","laccase engineering database","laccase","engineering","database",3,"opaque","opaque",1006
22547615,2012,"mbled",5,"mbl","led","ed","lactamase engineering database","lactamase","engineering","database",3,"opaque","opaque",1006
22570419,2012,"lahedes",7,"lah","des","es","laglidadg homing endonuclease database and engineering server","laglidadg","homing endonuclease database and engineering","server",7,"opaque","opaque",1006
29179110,2018,"land-defend",11,"lan","end","nd","landslides and floods national database","landslides","and floods national","database",5,"opaque","opaque",1006
31599330,2020,"lsd",3,"lsd","lsd","sd","leaf senescence database","leaf","senescence","database",3,"opaque","opaque",1006
31605615,2020,"legoo",5,"leg","goo","oo","legume graph-oriented organizer","legume","graph-oriented","organizer",4,"opaque","opaque",1006
26546515,2016,"lis",3,"lis","lis","is","legume information system","legume","information","system",3,"opaque","opaque",1006
21353266,2011,"legprot",7,"leg","rot","ot","legume protein sequence datasets","legume","protein sequence","datasets",4,"opaque","translucent",94
21520333,2011,"lovd",4,"lov","ovd","vd","leiden open-source variation database","leiden","open-source variation","database",5,"opaque","opaque",1006
25125444,2014,"leishmicrosatdb",15,"lei","tdb","db","leishmania microsatellite database","leishmania","microsatellite","database",3,"opaque","transparent",17
22750101,2012,"lshgd",5,"lsh","hgd","gd","leprosy susceptible human gene database","leprosy","susceptible human gene","database",5,"opaque","opaque",1006
23193253,2013,"lamp",4,"lam","amp","mp","library of apicomplexan metabolic pathways","library","of apicomplexan metabolic","pathways",5,"opaque","opaque",1006
31701147,2020,"lincs",5,"lin","ncs","cs","library of integrated network-based cellular signatures","library","of integrated network-based cellular","signatures",7,"opaque","opaque",1006
31780665,2019,"ldb",3,"ldb","ldb","db","lichen database","lichen","","database",2,"opaque","opaque",1006
25776024,2015,"lmpid",5,"lmp","pid","id","linear motif mediated protein interaction database","linear","motif mediated protein interaction","database",6,"opaque","opaque",1006
24243842,2014,"lpsn",4,"lps","psn","sn","list of prokaryotic names with standing in nomenclature","list","of prokaryotic names with standing in","nomenclature",8,"opaque","opaque",1006
21707958,2012,"lsd",3,"lsd","lsd","sd","littorina sequence database","littorina","sequence","database",3,"opaque","opaque",1006
26944085,2017,"lncat",5,"lnc","cat","at","lncrna atlas","lncrna","","atlas",2,"opaque","opaque",1006
28751672,2017,"lncmap",6,"lnc","map","ap","lncrna connectivity map","lncrna","connectivity","map",3,"opaque","opaque",1006
24150937,2014,"loqate",6,"loq","ate","te","localizaiton and quantitation atlas of the yeast proteome","localizaiton","and quantitation atlas of the yeast","proteome",8,"opaque","opaque",1006
30285109,2019,"lncrnadisease",13,"lnc","ase","se","long non-coding rna disease database","long","non-coding rna disease","database",6,"opaque","transparent",17
23452239,2013,"ljgea",5,"ljg","gea","ea","lotus japonicus gene expression atlas","lotus","japonicus gene expression","atlas",5,"opaque","opaque",1006
22881376,2012,"ucl ldlr",8,"ucl","dlr","lr","low-density lipoprotein receptor gene familial hypercholesterolemia variant database","low-density","lipoprotein receptor gene familial hypercholesterolemia variant","database",9,"opaque","opaque",1006
34976312,2022,"lcmd",4,"lcm","cmd","md","lung cancer metabolome database","lung","cancer metabolome","database",4,"opaque","opaque",1006
33906563,2021,"m6add",5,"m6a","add","dd","m6a-diseases database","m6a-diseases","","database",3,"opaque","opaque",1006
30841849,2019,"mgap",4,"mga","gap","ap","macaque genotype and phenotype","macaque","genotype and","phenotype",4,"opaque","opaque",1006
28293068,2016,"mmdb",4,"mmd","mdb","db","magnaporthe oryzae microsatellite database","magnaporthe","oryzae microsatellite","database",4,"opaque","opaque",1006
25432973,2015,"mcg",3,"mcg","mcg","cg","maize cell genomics","maize","cell","genomics",3,"opaque","opaque",1006
26896848,2016,"mgfd",4,"mgf","gfd","fd","maize gene families database","maize","gene families","database",4,"opaque","opaque",1006
33193550,2020,"maizemine",9,"mai","ine","ne","maize genetics and genome database","maize","genetics and genome","database",5,"opaque","transparent",17
26432828,2016,"maizegdb",8,"mai","gdb","db","maize model organism database","maize","model organism","database",4,"opaque","transparent",17
29220464,2017,"kipho",5,"kip","pho","ho","malaria parasite kinome-phosphatome resource","malaria","parasite kinome-phosphatome","resource",5,"opaque","opaque",1006
32766702,2020,"mfga",4,"mfg","fga","ga","male fertility gene atlas","male","fertility gene","atlas",4,"opaque","opaque",1006
34363073,2021,"mik",3,"mik","mik","ik","male infertility knowledgebase","male","infertility","knowledgebase",3,"opaque","opaque",1006
32833025,2021,"mndr",4,"mnd","ndr","dr","mammal ncrna-disease repository","mammal","ncrna-disease","repository",4,"opaque","opaque",1006
31353404,2019,"madb",4,"mad","adb","db","mammalian annotation database tool","mammalian","annotation database","tool",4,"opaque","opaque",1006
22606288,2012,"mgex-udb",8,"mge","udb","db","mammalian gene expression uterus database","mammalian","gene expression uterus","database",5,"opaque","opaque",1006
30329070,2019,"raftprot",8,"raf","rot","ot","mammalian lipid raft proteome database","mammalian","lipid raft proteome","database",5,"opaque","translucent",94
26912953,2015,"mmndb",5,"mmn","ndb","db","mammalian mitochondrial ncrna database","mammalian","mitochondrial ncrna","database",4,"opaque","opaque",1006
26822098,2017,"mtd",3,"mtd","mtd","td","mammalian transcriptomic database","mammalian","transcriptomic","database",3,"opaque","opaque",1006
24465676,2014,"mubisida",8,"mub","ida","da","mammalian ubiquitination site database","mammalian","ubiquitination site","database",4,"opaque","opaque",1006
24143056,2013,"magicdb",7,"mag","cdb","db","mango genetic stocks identification and characterisation database","mango","genetic stocks identification and characterisation","database",7,"opaque","opaque",1006
24214963,2014,"mcdrp",5,"mcd","drp","rp","manually curated database of rice proteins","manually","curated database of rice","proteins",6,"opaque","opaque",1006
22545773,2012,"masivedb",8,"mas","edb","db","mapping and analysis of sirevirus elements database","mapping","and analysis of sirevirus elements","database",7,"opaque","opaque",1006
27069559,2016,"md-cts",6,"md-","cts","ts","marshfield dictionary of clinical and translational science","marshfield","dictionary of clinical and translational","science",7,"opaque","opaque",1006
29069466,2018,"mga",3,"mga","mga","ga","mass genome annotation repository","mass","genome annotation","repository",4,"opaque","opaque",1006
22954629,2012,"maconda",7,"mac","nda","da","mass spectrometry contaminants database","mass","spectrometry contaminants","database",4,"opaque","opaque",1006
28943872,2017,"mahmi",5,"mah","hmi","mi","mechanism of action of the human microbiome","mechanism","of action of the human","microbiome",7,"opaque","opaque",1006
22058127,2012,"macie",5,"mac","cie","ie","mechanism, annotation and classification in enzymes","mechanism,","annotation and classification in","enzymes",6,"opaque","opaque",1006
26450962,2016,"mepd",4,"mep","epd","pd","medaka expression pattern database","medaka","expression pattern","database",4,"opaque","opaque",1006
