"ID","pubYear","best_common","best_full","stat","bio","common_length","common_first_3","common_last_3","common_last_2","full_first","full_mid","full_last","full_word_count"
33965348,2021,"ggvd","goat genome variation database","opaque","translucent",4,"ggv","gvd","vd","goat","genome variation","database",4
28365739,2017,"grtedb","gossypium raimondii transposable elements database","opaque","opaque",6,"grt","edb","db","gossypium","raimondii transposable elements","database",5
20931385,2011,"gramene","gramene database","opaque","opaque",7,"gra","ene","ne","gramene","","database",2
31592084,2019,"gcgvd","grass carp genomic visualization database","opaque","translucent",5,"gcg","gvd","vd","grass","carp genomic visualization","database",5
26578586,2016,"greenc","green non-coding database","opaque","opaque",6,"gre","enc","nc","green","non-coding","database",4
33252190,2021,"grindb","grin database","opaque","opaque",6,"gri","ndb","db","grin","","database",2
21337704,2011,"gpde","griss proteomics database engine","opaque","opaque",4,"gpd","pde","de","griss","proteomics database","engine",4
32496513,2021,"gutmega","gut metagenome atlas","opaque","opaque",7,"gut","ega","ga","gut","metagenome","atlas",3
22016855,2011,"gydb","gypsy database concerning mobile genetic","opaque","opaque",4,"gyd","ydb","db","gypsy","database concerning mobile","genetic",5
23245335,2013,"h-invdb","h-invitational database","opaque","opaque",7,"h-i","vdb","db","h-invitational","","database",3
25450223,2014,"higdb","haemophilus influenzae genome database","opaque","opaque",5,"hig","gdb","db","haemophilus","influenzae genome","database",4
25468930,2014,"hprotdb","halophile protein database","opaque","translucent",7,"hpr","tdb","db","halophile","protein","database",3
23095476,2012,"hfwadb","hawaiian freshwater algal database","opaque","opaque",6,"hfw","adb","db","hawaiian","freshwater algal","database",4
27527702,2016,"hcvivdb","hcv ires variation database","opaque","opaque",7,"hcv","vdb","db","hcv","ires variation","database",4
31139565,2019,"hncdb","head and neck cancer database","opaque","opaque",5,"hnc","cdb","db","head","and neck cancer","database",5
22874333,2012,"hetop","health terminology/ontology portal","opaque","opaque",5,"het","top","op","health","terminology/ontology","portal",4
30053237,2018,"hdncrna","heart disease-related non-coding rnas database","translucent","translucent",7,"hdn","rna","na","heart","disease-related non-coding rnas","database",7
34791105,2021,"hfip","heart failure integrated platform","opaque","opaque",4,"hfi","fip","ip","heart","failure integrated","platform",4
22923302,2012,"hspir","heat shock protein information resource","opaque","opaque",5,"hsp","pir","ir","heat","shock protein information","resource",5
33417691,2021,"hgfdb","helmeted guinea fowl database","opaque","opaque",5,"hgf","fdb","db","helmeted","guinea fowl","database",4
21760913,2011,"helmcop","helminth control and prevention","opaque","opaque",7,"hel","cop","op","helminth","control and","prevention",4
23281827,2012,"hsd","helminth secretome database","opaque","opaque",3,"hsd","hsd","sd","helminth","secretome","database",3
26590403,2016,"sbr-blood","hematopoietic systems biology repository","opaque","translucent",9,"sbr","ood","od","hematopoietic","systems biology","repository",4
28708269,2017,"hemeoxdb","heme oxygenase database","opaque","transparent",8,"hem","xdb","db","heme","oxygenase","database",3
22064861,2012,"hfv","hemorrhagic fever virus database","opaque","opaque",3,"hfv","hfv","fv","hemorrhagic","fever virus","database",4
21930248,2011,"hcvpro","hepatitis c virus protein interaction database","opaque","opaque",6,"hcv","pro","ro","hepatitis","c virus protein interaction","database",6
30266410,2018,"hccdb","hepatocellular carcinoma database","opaque","opaque",5,"hcc","cdb","db","hepatocellular","carcinoma","database",3
34164644,2021,"hfbd","hf biomarker knowledge database","opaque","opaque",4,"hfb","fbd","bd","hf","biomarker knowledge","database",4
33259604,2020,"hahmir.db","high-altitude human mirna database","opaque","translucent",9,"hah",".db","db","high-altitude","human mirna","database",5
28365729,2017,"hivoligodb","hiv oligonucleotide database","opaque","transparent",10,"hiv","odb","db","hiv","oligonucleotide","database",3
27189608,2016,"hla-adr","hla and adverse drug reaction database","opaque","opaque",7,"hla","adr","dr","hla","and adverse drug reaction","database",6
23016940,2011,"homeodb2","homeobox gene database","opaque","opaque",8,"hom","db2","b2","homeobox","gene","database",3
24931751,2014,"hombrex","homeopathy basic research experiments","opaque","opaque",7,"hom","rex","ex","homeopathy","basic research","experiments",4
26586801,2016,"hocomoco","homo sapiens comprehensive model collection","opaque","opaque",8,"hoc","oco","co","homo","sapiens comprehensive model","collection",5
29315358,2018,"htt-db","horizontal transposon transfer database","opaque","opaque",6,"htt","-db","db","horizontal","transposon transfer","database",4
25178365,2014,"hsdb","horse single nucleotide polymorphism and expression database","opaque","opaque",4,"hsd","sdb","db","horse","single nucleotide polymorphism and expression","database",7
33045729,2021,"gimica","host genetic and immune factors shaping human microbiota","opaque","opaque",6,"gim","ica","ca","host","genetic and immune factors shaping human","microbiota",8
29028885,2018,"hotresdb","host transcriptional response database","opaque","opaque",8,"hot","sdb","db","host","transcriptional response","database",4
24137008,2014,"hopaci-db","host-pseudomonas and coxiella interaction database","opaque","opaque",9,"hop","-db","db","host-pseudomonas","and coxiella interaction","database",6
23193293,2013,"hagr","human ageing genomic resources","opaque","opaque",4,"hag","agr","gr","human","ageing genomic","resources",4
22613085,2012,"haltorf","human alternative open reading frames","opaque","translucent",7,"hal","orf","rf","human","alternative open reading","frames",5
28212602,2017,"happi","human annotated and predicted protein interactions","opaque","opaque",5,"hap","ppi","pi","human","annotated and predicted protein","interactions",6
30066211,2018,"hamdb","human autophagy modulator database","opaque","opaque",5,"ham","mdb","db","human","autophagy modulator","database",4
34642750,2021,"hbfp","human body fluid proteome","opaque","opaque",4,"hbf","bfp","fp","human","body fluid","proteome",4
31976536,2020,"hbdb","human breathomics database","opaque","opaque",4,"hbd","bdb","db","human","breathomics","database",3
29088455,2018,"hcmdb","human cancer metastasis database","opaque","opaque",5,"hcm","mdb","db","human","cancer metastasis","database",4
28529078,2017,"hcsgd","human cellular senescence gene database","opaque","opaque",5,"hcs","sgd","gd","human","cellular senescence gene","database",5
25332398,2015,"depod","human dephosphorylation database","opaque","opaque",5,"dep","pod","od","human","dephosphorylation","database",3
23369322,2013,"hdam","human disease associated mutation","opaque","opaque",4,"hda","dam","am","human","disease associated","mutation",4
33439542,2021,"hdg","human disease genes website series","opaque","opaque",3,"hdg","hdg","dg","human","disease genes website","series",5
26631432,2016,"hdi","human disease insight","opaque","opaque",3,"hdi","hdi","di","human","disease","insight",3
22135302,2012,"diseasemeth","human disease methylation database","translucent","transparent",11,"dis","eth","th","human","disease methylation","database",4
29077884,2018,"hedd","human enhancer disease database","opaque","opaque",4,"hed","edd","dd","human","enhancer disease","database",4
33119754,2021,"hera","human enhancer rna atlas","opaque","opaque",4,"her","era","ra","human","enhancer rna","atlas",4
22761927,2012,"hemd","human epigenetic enzyme and modulator database","opaque","opaque",4,"hem","emd","md","human","epigenetic enzyme and modulator","database",6
30032758,2018,"hfmdb","human fecal metabolome database","opaque","opaque",5,"hfm","mdb","db","human","fecal metabolome","database",4
22140100,2012,"hgpd","human gene and protein database","opaque","opaque",4,"hgp","gpd","pd","human","gene and protein","database",5
22948725,2012,"hgmd","human gene mutation database","opaque","opaque",4,"hgm","gmd","md","human","gene mutation","database",4
23717556,2013,"hgpgd","human gene population genetic difference database","opaque","opaque",5,"hgp","pgd","gd","human","gene population genetic difference","database",6
27733501,2017,"hipsci","human induced pluripotent stem cell initiative","opaque","opaque",6,"hip","sci","ci","human","induced pluripotent stem cell","initiative",6
31783725,2019,"hkpocket","human kinase pocket","opaque","translucent",8,"hkp","ket","et","human","kinase","pocket",3
23584836,2013,"hlgdb","human lysosome gene database","opaque","opaque",5,"hlg","gdb","db","human","lysosome gene","database",4
26209309,2015,"hma","human metabolic atlas","opaque","opaque",3,"hma","hma","ma","human","metabolic","atlas",3
30364956,2019,"hmdd","human microrna disease database","opaque","opaque",4,"hmd","mdd","dd","human","microrna disease","database",4
28967693,2018,"huma","human mutation analysis","opaque","opaque",4,"hum","uma","ma","human","mutation","analysis",3
23585031,2013,"horde","human olfactory receptor data explorer","opaque","opaque",5,"hor","rde","de","human","olfactory receptor data","explorer",5
34846641,2022,"hodd","human ophthalmic diseases database","opaque","opaque",4,"hod","odd","dd","human","ophthalmic diseases","database",4
29760467,2018,"homd","human oral microbiome database","opaque","opaque",4,"hom","omd","md","human","oral microbiome","database",4
22165817,2011,"homer","human organ-specific molecular","opaque","opaque",5,"hom","mer","er","human","organ-specific","molecular",4
26578596,2016,"hpmc","human pan-microbe communities","opaque","opaque",4,"hpm","pmc","mc","human","pan-microbe","communities",4
24217912,2014,"hpo","human phenotype ontology project","opaque","opaque",3,"hpo","hpo","po","human","phenotype ontology","project",4
22804825,2013,"hupho","human phosphatase portal","opaque","opaque",5,"hup","pho","ho","human","phosphatase","portal",3
32707486,2020,"hpscreg","human pluripotent stem cell registry","opaque","opaque",7,"hps","reg","eg","human","pluripotent stem cell","registry",5
23282181,2012,"pcdq","human protein complex database","opaque","opaque",4,"pcd","cdq","dq","human","protein complex","database",4
34032471,2021,"hsp","human salivary proteome wiki","opaque","opaque",3,"hsp","hsp","sp","human","salivary proteome","wiki",4
30371817,2019,"sedb","human super-enhancer database","opaque","opaque",4,"sed","edb","db","human","super-enhancer","database",4
23436708,2013,"htpd","human testis proteome database","opaque","opaque",4,"htp","tpd","pd","human","testis proteome","database",4
34534667,2021,"texas","human tissue-specific exposome atlas","opaque","opaque",5,"tex","xas","as","human","tissue-specific exposome","atlas",5
22900683,2012,"htridb","human transcriptional regulation interactions database","opaque","opaque",6,"htr","idb","db","human","transcriptional regulation interactions","database",5
24558441,2014,"htd","human transporter database","opaque","opaque",3,"htd","htd","td","human","transporter","database",3
28334239,2018,"coexpressmap","human-mouse general co-expression difference database","opaque","transparent",12,"coe","map","ap","human-mouse","general co-expression difference","database",7
33515030,2021,"hvidb","human-virus interaction database","opaque","opaque",5,"hvi","idb","db","human-virus","interaction","database",4
29761469,2018,"hgd","hymenoptera genome database","opaque","opaque",3,"hgd","hgd","gd","hymenoptera","genome","database",3
23734660,2013,"iedb","immune epitope database","opaque","opaque",4,"ied","edb","db","immune","epitope","database",3
22610854,2012,"iedb-ar","immune epitope database analysis resource","opaque","opaque",7,"ied","-ar","ar","immune","epitope database analysis","resource",5
23180793,2013,"ipd","immuno polymorphism database","opaque","opaque",3,"ipd","ipd","pd","immuno","polymorphism","database",3
23991755,2013,"iimdb","in vivo/in silico metabolites database","opaque","opaque",5,"iim","mdb","db","in","vivo/in silico metabolites","database",6
28592645,2017,"isvdb","inbred strain variant database","opaque","opaque",5,"isv","vdb","db","inbred","strain variant","database",4
31231133,2019,"ipgb","incontinentia pigmenti genetic biobank","opaque","opaque",4,"ipg","pgb","gb","incontinentia","pigmenti genetic","biobank",4
22127860,2012,"indelfr","indel flanking region database","opaque","opaque",7,"ind","lfr","fr","indel","flanking region","database",4
21624339,2011,"ilisi","index of italian literature on nursing sciences","opaque","opaque",5,"ili","isi","si","index","of italian literature on nursing","sciences",7
22102591,2012,"ibis","inferred biomolecular interaction server","opaque","opaque",4,"ibi","bis","is","inferred","biomolecular interaction","server",4
32941628,2021,"iddb","infertility disease database","opaque","opaque",4,"idd","ddb","db","infertility","disease","database",3
33929018,2021,"ibddb","inflammatory bowel disease (ibd) database","opaque","opaque",5,"ibd","ddb","db","inflammatory","bowel disease (ibd)","database",5
22260278,2012,"ird","influenza research database","opaque","opaque",3,"ird","ird","rd","influenza","research","database",3
26519466,2016,"ic4r","information commons for rice","opaque","opaque",4,"ic4","c4r","4r","information","commons for","rice",4
24616562,2014,"ibin","insect barcode informatica","opaque","opaque",4,"ibi","bin","in","insect","barcode","informatica",3
22984621,2012,"iiid","insect innate immunity database","opaque","opaque",4,"iii","iid","id","insect","innate immunity","database",4
29041922,2017,"ican","institute collection and analysis of nanobodies","opaque","opaque",4,"ica","can","an","institute","collection and analysis of","nanobodies",6
22698731,2012,"igfmdb","insulin-like growth factor mutation database","opaque","opaque",6,"igf","mdb","db","insulin-like","growth factor mutation","database",6
28557712,2017,"ice","integrated chemical environment","opaque","opaque",3,"ice","ice","ce","integrated","chemical","environment",3
33740463,2021,"icscb","integrated collection of stem cell bank data","opaque","opaque",5,"ics","scb","cb","integrated","collection of stem cell bank","data",7
24324765,2013,"indigo","integrated data warehouse of microbial genomes","opaque","opaque",6,"ind","igo","go","integrated","data warehouse of microbial","genomes",6
26516188,2016,"iid","integrated interactions database","opaque","opaque",3,"iid","iid","id","integrated","interactions","database",3
22792232,2012,"img/m","integrated microbial genomes and metagenomes","opaque","opaque",5,"img","g/m","/m","integrated","microbial genomes and","metagenomes",5
31665416,2020,"img-abc","integrated microbial genomes atlas of biosynthetic gene clusters","opaque","opaque",7,"img","abc","bc","integrated","microbial genomes atlas of biosynthetic gene","clusters",8
23046449,2012,"ipad","integrated pathway analysis database for systematic enrichment analysis","opaque","opaque",4,"ipa","pad","ad","integrated","pathway analysis database for systematic enrichment","analysis",8
23282057,2012,"intpath","integrated pathway gene relationship database","opaque","translucent",7,"int","ath","th","integrated","pathway gene relationship","database",5
22140115,2012,"ipavs","integrated pathway resources","opaque","opaque",5,"ipa","avs","vs","integrated","pathway","resources",3
27841751,2016,"irrmc","integrated resource for reproducibility in macromolecular crystallography","opaque","opaque",5,"irr","rmc","mc","integrated","resource for reproducibility in macromolecular","crystallography",7
22120663,2011,"inoh","integrating network objects with hierarchies","opaque","opaque",4,"ino","noh","oh","integrating","network objects with","hierarchies",5
33406221,2021,"icysmod","integrative database for protein cysteine modifications in eukaryotes","opaque","translucent",7,"icy","mod","od","integrative","database for protein cysteine modifications in","eukaryotes",8
27081555,2015,"ijgvd","integrative japanese genome variation database","opaque","opaque",5,"ijg","gvd","vd","integrative","japanese genome variation","database",5
28168018,2017,"irbas","intermittent river biodiversity analysis and synthesis","opaque","opaque",5,"irb","bas","as","intermittent","river biodiversity analysis and","synthesis",6
29040670,2018,"ictv","international committee on taxonomy of viruses","opaque","opaque",4,"ict","ctv","tv","international","committee on taxonomy of","viruses",6
27638885,2017,"igsr","international genome sample resource","opaque","opaque",4,"igs","gsr","sr","international","genome sample","resource",4
26340938,2015,"ikmc","international knockout mouse consortium","opaque","opaque",4,"ikm","kmc","mc","international","knockout mouse","consortium",4
22080546,2012,"insdc","international nucleotide sequence database collaboration","opaque","opaque",5,"ins","sdc","dc","international","nucleotide sequence database","collaboration",5
30584170,2018,"mdsgene","international parkinson's disease and movement disorder society gene database","translucent","translucent",7,"mds","ene","ne","international","parkinson's disease and movement disorder society gene","database",10
31838187,2020,"isar","international severe asthma registry","opaque","opaque",4,"isa","sar","ar","international","severe asthma","registry",4
28322240,2017,"isciemeds","international spinal cord injury endocrine and metabolic extended data set","opaque","opaque",9,"isc","eds","ds","international","spinal cord injury endocrine and metabolic extended data","set",10
22674159,2012,"iuphar-db","international union of basic and clinical pharmacology database","opaque","opaque",9,"iup","-db","db","international","union of basic and clinical pharmacology","database",8
22067451,2012,"ideal","intrinsically disordered proteins with extensive annotations and literature","opaque","opaque",5,"ide","eal","al","intrinsically","disordered proteins with extensive annotations and","literature",8
21914464,2011,"igd","intronless gene database","opaque","opaque",3,"igd","igd","gd","intronless","gene","database",3
27465544,2016,"igdd","intronless genes database in dicots","opaque","opaque",4,"igd","gdd","dd","intronless","genes database in","dicots",5
29548284,2018,"idpm","ion distribution in protein molecules","opaque","opaque",4,"idp","dpm","pm","ion","distribution in protein","molecules",5
30295851,2019,"jpost","japan proteome standard database","opaque","opaque",5,"jpo","ost","st","japan","proteome standard","database",4
29069501,2018,"jmorp","japanese multi omics reference panel","opaque","opaque",5,"jmo","orp","rp","japanese","multi omics reference","panel",5
24217911,2014,"agefactdb","jenage ageing factor database","translucent","translucent",9,"age","tdb","db","jenage","ageing factor","database",4
27630202,2016,"kdd","kawasaki disease database","opaque","opaque",3,"kdd","kdd","dd","kawasaki","disease","database",3
21624162,2011,"kupkb","kidney and urinary pathway knowledge base","opaque","opaque",5,"kup","pkb","kb","kidney","and urinary pathway knowledge","base",6
32934277,2020,"stonemod","kidney stone modulator database","opaque","opaque",8,"sto","mod","od","kidney","stone modulator","database",4
33084889,2021,"klifs","kinase-ligand interaction fingerprints and structures","opaque","opaque",5,"kli","ifs","fs","kinase-ligand","interaction fingerprints and","structures",6
23584834,2013,"kddb","kir and diseases database","opaque","opaque",4,"kdd","ddb","db","kir","and diseases","database",4
32821400,2020,"kgd","kiwifruit genome database","opaque","opaque",3,"kgd","kgd","gd","kiwifruit","genome","database",3
26656885,2015,"kir","kiwifruit information resource","opaque","opaque",3,"kir","kir","ir","kiwifruit","information","resource",3
32133509,2020,"krgdb","korean reference genome database","opaque","opaque",5,"krg","gdb","db","korean","reference genome","database",4
26519400,2016,"kegg","kyoto encyclopedia of genes and genomes","opaque","opaque",4,"keg","egg","gg","kyoto","encyclopedia of genes and","genomes",6
21498547,2011,"lcced","laccase engineering database","opaque","opaque",5,"lcc","ced","ed","laccase","engineering","database",3
22547615,2012,"mbled","lactamase engineering database","opaque","opaque",5,"mbl","led","ed","lactamase","engineering","database",3
22570419,2012,"lahedes","laglidadg homing endonuclease database and engineering server","opaque","opaque",7,"lah","des","es","laglidadg","homing endonuclease database and engineering","server",7
29179110,2018,"land-defend","landslides and floods national database","opaque","opaque",11,"lan","end","nd","landslides","and floods national","database",5
31599330,2020,"lsd","leaf senescence database","opaque","opaque",3,"lsd","lsd","sd","leaf","senescence","database",3
31605615,2020,"legoo","legume graph-oriented organizer","opaque","opaque",5,"leg","goo","oo","legume","graph-oriented","organizer",4
26546515,2016,"lis","legume information system","opaque","opaque",3,"lis","lis","is","legume","information","system",3
21353266,2011,"legprot","legume protein sequence datasets","opaque","translucent",7,"leg","rot","ot","legume","protein sequence","datasets",4
21520333,2011,"lovd","leiden open-source variation database","opaque","opaque",4,"lov","ovd","vd","leiden","open-source variation","database",5
25125444,2014,"leishmicrosatdb","leishmania microsatellite database","opaque","transparent",15,"lei","tdb","db","leishmania","microsatellite","database",3
22750101,2012,"lshgd","leprosy susceptible human gene database","opaque","opaque",5,"lsh","hgd","gd","leprosy","susceptible human gene","database",5
23193253,2013,"lamp","library of apicomplexan metabolic pathways","opaque","opaque",4,"lam","amp","mp","library","of apicomplexan metabolic","pathways",5
31701147,2020,"lincs","library of integrated network-based cellular signatures","opaque","opaque",5,"lin","ncs","cs","library","of integrated network-based cellular","signatures",7
31780665,2019,"ldb","lichen database","opaque","opaque",3,"ldb","ldb","db","lichen","","database",2
25776024,2015,"lmpid","linear motif mediated protein interaction database","opaque","opaque",5,"lmp","pid","id","linear","motif mediated protein interaction","database",6
24243842,2014,"lpsn","list of prokaryotic names with standing in nomenclature","opaque","opaque",4,"lps","psn","sn","list","of prokaryotic names with standing in","nomenclature",8
21707958,2012,"lsd","littorina sequence database","opaque","opaque",3,"lsd","lsd","sd","littorina","sequence","database",3
26944085,2017,"lncat","lncrna atlas","opaque","opaque",5,"lnc","cat","at","lncrna","","atlas",2
28751672,2017,"lncmap","lncrna connectivity map","opaque","opaque",6,"lnc","map","ap","lncrna","connectivity","map",3
24150937,2014,"loqate","localizaiton and quantitation atlas of the yeast proteome","opaque","opaque",6,"loq","ate","te","localizaiton","and quantitation atlas of the yeast","proteome",8
30285109,2019,"lncrnadisease","long non-coding rna disease database","opaque","transparent",13,"lnc","ase","se","long","non-coding rna disease","database",6
23452239,2013,"ljgea","lotus japonicus gene expression atlas","opaque","opaque",5,"ljg","gea","ea","lotus","japonicus gene expression","atlas",5
22881376,2012,"ucl ldlr","low-density lipoprotein receptor gene familial hypercholesterolemia variant database","opaque","opaque",8,"ucl","dlr","lr","low-density","lipoprotein receptor gene familial hypercholesterolemia variant","database",9
34976312,2022,"lcmd","lung cancer metabolome database","opaque","opaque",4,"lcm","cmd","md","lung","cancer metabolome","database",4
33906563,2021,"m6add","m6a-diseases database","opaque","opaque",5,"m6a","add","dd","m6a-diseases","","database",3
30841849,2019,"mgap","macaque genotype and phenotype","opaque","opaque",4,"mga","gap","ap","macaque","genotype and","phenotype",4
28293068,2016,"mmdb","magnaporthe oryzae microsatellite database","opaque","opaque",4,"mmd","mdb","db","magnaporthe","oryzae microsatellite","database",4
25432973,2015,"mcg","maize cell genomics","opaque","opaque",3,"mcg","mcg","cg","maize","cell","genomics",3
26896848,2016,"mgfd","maize gene families database","opaque","opaque",4,"mgf","gfd","fd","maize","gene families","database",4
33193550,2020,"maizemine","maize genetics and genome database","opaque","transparent",9,"mai","ine","ne","maize","genetics and genome","database",5
26432828,2016,"maizegdb","maize model organism database","opaque","transparent",8,"mai","gdb","db","maize","model organism","database",4
29220464,2017,"kipho","malaria parasite kinome-phosphatome resource","opaque","opaque",5,"kip","pho","ho","malaria","parasite kinome-phosphatome","resource",5
32766702,2020,"mfga","male fertility gene atlas","opaque","opaque",4,"mfg","fga","ga","male","fertility gene","atlas",4
34363073,2021,"mik","male infertility knowledgebase","opaque","opaque",3,"mik","mik","ik","male","infertility","knowledgebase",3
32833025,2021,"mndr","mammal ncrna-disease repository","opaque","opaque",4,"mnd","ndr","dr","mammal","ncrna-disease","repository",4
31353404,2019,"madb","mammalian annotation database tool","opaque","opaque",4,"mad","adb","db","mammalian","annotation database","tool",4
22606288,2012,"mgex-udb","mammalian gene expression uterus database","opaque","opaque",8,"mge","udb","db","mammalian","gene expression uterus","database",5
30329070,2019,"raftprot","mammalian lipid raft proteome database","opaque","translucent",8,"raf","rot","ot","mammalian","lipid raft proteome","database",5
26912953,2015,"mmndb","mammalian mitochondrial ncrna database","opaque","opaque",5,"mmn","ndb","db","mammalian","mitochondrial ncrna","database",4
26822098,2017,"mtd","mammalian transcriptomic database","opaque","opaque",3,"mtd","mtd","td","mammalian","transcriptomic","database",3
24465676,2014,"mubisida","mammalian ubiquitination site database","opaque","opaque",8,"mub","ida","da","mammalian","ubiquitination site","database",4
24143056,2013,"magicdb","mango genetic stocks identification and characterisation database","opaque","opaque",7,"mag","cdb","db","mango","genetic stocks identification and characterisation","database",7
24214963,2014,"mcdrp","manually curated database of rice proteins","opaque","opaque",5,"mcd","drp","rp","manually","curated database of rice","proteins",6
22545773,2012,"masivedb","mapping and analysis of sirevirus elements database","opaque","opaque",8,"mas","edb","db","mapping","and analysis of sirevirus elements","database",7
27069559,2016,"md-cts","marshfield dictionary of clinical and translational science","opaque","opaque",6,"md-","cts","ts","marshfield","dictionary of clinical and translational","science",7
29069466,2018,"mga","mass genome annotation repository","opaque","opaque",3,"mga","mga","ga","mass","genome annotation","repository",4
22954629,2012,"maconda","mass spectrometry contaminants database","opaque","opaque",7,"mac","nda","da","mass","spectrometry contaminants","database",4
28943872,2017,"mahmi","mechanism of action of the human microbiome","opaque","opaque",5,"mah","hmi","mi","mechanism","of action of the human","microbiome",7
22058127,2012,"macie","mechanism, annotation and classification in enzymes","opaque","opaque",5,"mac","cie","ie","mechanism,","annotation and classification in","enzymes",6
26450962,2016,"mepd","medaka expression pattern database","opaque","opaque",4,"mep","epd","pd","medaka","expression pattern","database",4
22701463,2012,"mppd","medicago phosphoprotein database","opaque","opaque",4,"mpp","ppd","pd","medicago","phosphoprotein","database",3
25432968,2015,"medicmine","medicago truncatula genome database","opaque","translucent",9,"med","ine","ne","medicago","truncatula genome","database",4
32079733,2020,"mtsspdb","medicago truncatula small secreted peptide database","opaque","opaque",7,"mts","pdb","db","medicago","truncatula small secreted peptide","database",6
22309450,2012,"mtdb","medicago truncatula transporter database","opaque","opaque",4,"mtd","tdb","db","medicago","truncatula transporter","database",4
35424258,2021,"mefsat","medicinal fungi secondary metabolites and therapeutics","opaque","opaque",6,"mef","sat","at","medicinal","fungi secondary metabolites and","therapeutics",6
24391364,2013,"maps","medicinal plant activities, phytochemicals & structural database","opaque","opaque",4,"map","aps","ps","medicinal","plant activities, phytochemicals & structural","database",6
31231773,2019,"mepmirdb","medicinal plant microrna database","opaque","translucent",8,"mep","rdb","db","medicinal","plant microrna","database",4
27681445,2017,"mpd3","medicinal plants database for drug designing","opaque","opaque",4,"mpd","pd3","d3","medicinal","plants database for drug","designing",6
26173767,2015,"mfmd","mediterranean founder mutation database","opaque","opaque",4,"mfm","fmd","md","mediterranean","founder mutation","database",4
26424083,2015,"mgdb","melanoma gene database","opaque","opaque",4,"mgd","gdb","db","melanoma","gene","database",3
33822911,2021,"mensadb","membrane protein dimer novel structure analyser database","opaque","opaque",7,"men","adb","db","membrane","protein dimer novel structure analyser","database",7
24194596,2014,"mp:pd","membrane protein packing database","opaque","opaque",5,"mp:",":pd","pd","membrane","protein packing","database",4
24475242,2014,"metametadb","meta-metagenomic database","opaque","translucent",10,"met","adb","db","meta-metagenomic","","database",3
26322134,2015,"mines","metabolic in silico network expansions","opaque","opaque",5,"min","nes","es","metabolic","in silico network","expansions",5
31648227,2019,"manet","metabolic molecular ancestry networks","opaque","opaque",5,"man","net","et","metabolic","molecular ancestry","networks",4
33382886,2020,"metsrr","metabolic syndrome research resource","opaque","opaque",6,"met","srr","rr","metabolic","syndrome research","resource",4
31637139,2019,"ncrna2mets","metabolic syndrome-associated non-coding rna database","opaque","translucent",10,"ncr","ets","ts","metabolic","syndrome-associated non-coding rna","database",7
24828308,2014,"meko","metabolite profiling database for knock-out mutants in arabidopsis","opaque","opaque",4,"mek","eko","ko","metabolite","profiling database for knock-out mutants in","arabidopsis",9
22096233,2012,"minas","metal ions in nucleic acids","opaque","opaque",5,"min","nas","as","metal","ions in nucleic","acids",5
31504189,2020,"melad","metalloenzyme-ligand association database","opaque","opaque",5,"mel","lad","ad","metalloenzyme-ligand","association","database",4
33084905,2021,"medas","metazoan developmental alternative splicing database","opaque","opaque",5,"med","das","as","metazoan","developmental alternative splicing","database",5
23219992,2013,"ment","methylation and expression database of normal and tumor tissues","opaque","opaque",4,"men","ent","nt","methylation","and expression database of normal and tumor","tissues",9
33835460,2021,"met-db","methyltranscriptome database","opaque","opaque",6,"met","-db","db","methyltranscriptome","","database",2
21349870,2011,"mpid-t2","mhc-peptide interaction database-tr version 2","opaque","opaque",7,"mpi","-t2","t2","mhc-peptide","interaction database-tr version","2",7
29869221,2019,"mu3d","miami university deception detection database","opaque","opaque",4,"mu3","u3d","3d","miami","university deception detection","database",5
29177508,2018,"mvp","microbe versus phage","opaque","opaque",3,"mvp","mvp","vp","microbe","versus","phage",3
23118485,2013,"mbgd","microbial genome database for comparative analysis","opaque","opaque",4,"mbg","bgd","gd","microbial","genome database for comparative","analysis",6
23178820,2013,"microbpad md","microbial pathogen diagnostic methods database","opaque","opaque",12,"mic","md","md","microbial","pathogen diagnostic methods","database",5
31042284,2019,"ml repo","microbiome learning repo","opaque","opaque",7,"ml","epo","po","microbiome","learning","repo",3
33125077,2021,"masi","microbiota-active substance interactions database","opaque","opaque",4,"mas","asi","si","microbiota-active","substance interactions","database",5
33903708,2021,"map","microrna analysis portal","opaque","opaque",3,"map","map","ap","microrna","analysis","portal",3
21177657,2011,"mesadb","microrna expression and sequence analysis database","opaque","opaque",6,"mes","adb","db","microrna","expression and sequence analysis","database",6
25425035,2014,"micropir","microrna promoter interaction resource","opaque","opaque",8,"mic","pir","ir","microrna","promoter interaction","resource",4
28854643,2017,"msdb","microsatellite database","opaque","opaque",4,"msd","sdb","db","microsatellite","","database",2
29109711,2017,"mipepbase","mimicry peptide database","opaque","translucent",9,"mip","ase","se","mimicry","peptide","database",3
22146221,2012,"mnm","minimotif miner","opaque","opaque",3,"mnm","mnm","nm","minimotif","","miner",2
31612915,2020,"mibig","minimum information about a biosynthetic gene cluster data standard and repository","opaque","opaque",5,"mib","big","ig","minimum","information about a biosynthetic gene cluster data standard and","repository",11
31404401,2019,"mirdrn","mirdrn-mirna disease regulatory network","opaque","translucent",6,"mir","drn","rn","mirdrn-mirna","disease regulatory","network",5
30963485,2019,"mirandb","mirna algorithmic network database","opaque","translucent",7,"mir","ndb","db","mirna","algorithmic network","database",4
27742822,2017,"mirpathdb","mirna pathway dictionary database","opaque","translucent",9,"mir","hdb","db","mirna","pathway dictionary","database",4
