"ID","pubYear","best_common","best_full","stat","bio","common_length","common_first_3","common_last_3","common_last_2"
28168018,2017,"irbas","Intermittent River Biodiversity Analysis and Synthesis","opaque","opaque",5,"irb","bas","as"
29040670,2018,"ictv","International Committee on Taxonomy of Viruses","opaque","opaque",4,"ict","ctv","tv"
27638885,2017,"igsr","International Genome Sample Resource","opaque","opaque",4,"igs","gsr","sr"
26340938,2015,"ikmc","International Knockout Mouse Consortium","opaque","opaque",4,"ikm","kmc","mc"
22080546,2012,"insdc","International Nucleotide Sequence Database Collaboration","opaque","opaque",5,"ins","sdc","dc"
30584170,2018,"mdsgene","International Parkinson's Disease and Movement Disorder Society Gene Database","translucent","translucent",7,"mds","ene","ne"
31838187,2020,"isar","International Severe Asthma Registry","opaque","opaque",4,"isa","sar","ar"
28322240,2017,"isciemeds","International spinal cord injury Endocrine and Metabolic Extended Data Set","opaque","opaque",9,"isc","eds","ds"
22674159,2012,"iuphar-db","International Union of Basic and Clinical Pharmacology Database","opaque","opaque",9,"iup","-db","db"
22067451,2012,"ideal","Intrinsically Disordered proteins with Extensive Annotations and Literature","opaque","opaque",5,"ide","eal","al"
21914464,2011,"igd","Intronless Gene Database","opaque","opaque",3,"igd","igd","gd"
27465544,2016,"igdd","Intronless Genes Database in Dicots","opaque","opaque",4,"igd","gdd","dd"
29548284,2018,"idpm","Ion distribution in protein molecules","opaque","opaque",4,"idp","dpm","pm"
30295851,2019,"jpost","Japan ProteOme STandard DataBase","opaque","opaque",5,"jpo","ost","st"
29069501,2018,"jmorp","Japanese Multi Omics Reference Panel","opaque","opaque",5,"jmo","orp","rp"
24217911,2014,"agefactdb","JenAge Ageing Factor Database","translucent","translucent",9,"age","tdb","db"
27630202,2016,"kdd","Kawasaki Disease Database","opaque","opaque",3,"kdd","kdd","dd"
21624162,2011,"kupkb","kidney and urinary pathway knowledge base","opaque","opaque",5,"kup","pkb","kb"
32934277,2020,"stonemod","kidney stone modulator database","opaque","opaque",8,"sto","mod","od"
33084889,2021,"klifs","Kinase-Ligand Interaction Fingerprints and Structures","opaque","opaque",5,"kli","ifs","fs"
23584834,2013,"kddb","KIR and Diseases Database","opaque","opaque",4,"kdd","ddb","db"
32821400,2020,"kgd","Kiwifruit Genome Database","opaque","opaque",3,"kgd","kgd","gd"
26656885,2015,"kir","Kiwifruit Information Resource","opaque","opaque",3,"kir","kir","ir"
32133509,2020,"krgdb","Korean Reference Genome Database","opaque","opaque",5,"krg","gdb","db"
26519400,2016,"kegg","Kyoto Encyclopedia of Genes and Genomes","opaque","opaque",4,"keg","egg","gg"
21498547,2011,"lcced","Laccase Engineering Database","opaque","opaque",5,"lcc","ced","ed"
22547615,2012,"mbled","Lactamase Engineering Database","opaque","opaque",5,"mbl","led","ed"
22570419,2012,"lahedes","LAGLIDADG Homing Endonuclease Database and Engineering Server","opaque","opaque",7,"lah","des","es"
29179110,2018,"land-defend","LANDslides and Floods National Database","opaque","opaque",11,"lan","end","nd"
31599330,2020,"lsd","leaf senescence database","opaque","opaque",3,"lsd","lsd","sd"
31605615,2020,"legoo","Legume Graph-Oriented Organizer","opaque","opaque",5,"leg","goo","oo"
26546515,2016,"lis","Legume Information System","opaque","opaque",3,"lis","lis","is"
21353266,2011,"legprot","Legume Protein Sequence Datasets","opaque","translucent",7,"leg","rot","ot"
21520333,2011,"lovd","Leiden Open-source Variation Database","opaque","opaque",4,"lov","ovd","vd"
25125444,2014,"leishmicrosatdb","Leishmania Microsatellite Database","opaque","transparent",15,"lei","tdb","db"
22750101,2012,"lshgd","Leprosy Susceptible Human Gene Database","opaque","opaque",5,"lsh","hgd","gd"
23193253,2013,"lamp","Library of Apicomplexan Metabolic Pathways","opaque","opaque",4,"lam","amp","mp"
31701147,2020,"lincs","Library of Integrated Network-based Cellular Signatures","opaque","opaque",5,"lin","ncs","cs"
31780665,2019,"ldb","Lichen DataBase","opaque","opaque",3,"ldb","ldb","db"
25776024,2015,"lmpid","Linear Motif mediated Protein Interaction Database","opaque","opaque",5,"lmp","pid","id"
24243842,2014,"lpsn","List of Prokaryotic Names with Standing in Nomenclature","opaque","opaque",4,"lps","psn","sn"
21707958,2012,"lsd","Littorina sequence database","opaque","opaque",3,"lsd","lsd","sd"
26944085,2017,"lncat","lncRNA atlas","opaque","opaque",5,"lnc","cat","at"
28751672,2017,"lncmap","LncRNA Connectivity Map","opaque","opaque",6,"lnc","map","ap"
24150937,2014,"loqate","Localizaiton and Quantitation Atlas of the yeast proteomE","opaque","opaque",6,"loq","ate","te"
30285109,2019,"lncrnadisease","long non-coding RNA disease database","opaque","transparent",13,"lnc","ase","se"
23452239,2013,"ljgea","Lotus japonicus Gene Expression Atlas","opaque","opaque",5,"ljg","gea","ea"
22881376,2012,"ucl ldlr","Low-density lipoprotein receptor gene familial hypercholesterolemia variant database","opaque","opaque",8,"ucl","dlr","lr"
34976312,2022,"lcmd","Lung Cancer Metabolome Database","opaque","opaque",4,"lcm","cmd","md"
33906563,2021,"m6add","m6A-diseases database","opaque","opaque",5,"m6a","add","dd"
30841849,2019,"mgap","macaque Genotype And Phenotype","opaque","opaque",4,"mga","gap","ap"
28293068,2016,"mmdb","Magnaporthe oryzae Microsatellite Database","opaque","opaque",4,"mmd","mdb","db"
25432973,2015,"mcg","Maize Cell Genomics","opaque","opaque",3,"mcg","mcg","cg"
26896848,2016,"mgfd","maize gene families database","opaque","opaque",4,"mgf","gfd","fd"
33193550,2020,"maizemine","Maize Genetics and Genome Database","opaque","transparent",9,"mai","ine","ne"
26432828,2016,"maizegdb","maize model organism database","opaque","transparent",8,"mai","gdb","db"
29220464,2017,"kipho","Malaria Parasite Kinome-Phosphatome Resource","opaque","opaque",5,"kip","pho","ho"
32766702,2020,"mfga","Male Fertility Gene Atlas","opaque","opaque",4,"mfg","fga","ga"
34363073,2021,"mik","Male Infertility Knowledgebase","opaque","opaque",3,"mik","mik","ik"
32833025,2021,"mndr","mammal ncRNA-disease repository","opaque","opaque",4,"mnd","ndr","dr"
31353404,2019,"madb","Mammalian Annotation Database tool","opaque","opaque",4,"mad","adb","db"
22606288,2012,"mgex-udb","Mammalian Gene Expression Uterus database","opaque","opaque",8,"mge","udb","db"
30329070,2019,"raftprot","mammalian lipid raft proteome database","opaque","translucent",8,"raf","rot","ot"
26912953,2015,"mmndb","Mammalian Mitochondrial ncRNA Database","opaque","opaque",5,"mmn","ndb","db"
26822098,2017,"mtd","mammalian transcriptomic database","opaque","opaque",3,"mtd","mtd","td"
24465676,2014,"mubisida","mammalian Ubiquitination Site Database","opaque","opaque",8,"mub","ida","da"
24143056,2013,"magicdb","Mango Genetic stocks Identification and Characterisation database","opaque","opaque",7,"mag","cdb","db"
24214963,2014,"mcdrp","Manually Curated Database of Rice Proteins","opaque","opaque",5,"mcd","drp","rp"
22545773,2012,"masivedb","Mapping and Analysis of SireVirus Elements Database","opaque","opaque",8,"mas","edb","db"
27069559,2016,"md-cts","Marshfield Dictionary of Clinical and Translational Science","opaque","opaque",6,"md-","cts","ts"
29069466,2018,"mga","Mass Genome Annotation Repository","opaque","opaque",3,"mga","mga","ga"
22954629,2012,"maconda","Mass spectrometry Contaminants Database","opaque","opaque",7,"mac","nda","da"
28943872,2017,"mahmi","Mechanism of Action of the Human Microbiome","opaque","opaque",5,"mah","hmi","mi"
22058127,2012,"macie","Mechanism, Annotation and Classification in Enzymes","opaque","opaque",5,"mac","cie","ie"
26450962,2016,"mepd","Medaka Expression Pattern Database","opaque","opaque",4,"mep","epd","pd"
22701463,2012,"mppd","Medicago PhosphoProtein Database","opaque","opaque",4,"mpp","ppd","pd"
25432968,2015,"medicmine","Medicago truncatula genome database","opaque","translucent",9,"med","ine","ne"
32079733,2020,"mtsspdb","Medicago truncatula Small Secreted Peptide Database","opaque","opaque",7,"mts","pdb","db"
22309450,2012,"mtdb","Medicago truncatula transporter database","opaque","opaque",4,"mtd","tdb","db"
35424258,2021,"mefsat","Medicinal Fungi Secondary metabolites And Therapeutics","opaque","opaque",6,"mef","sat","at"
24391364,2013,"maps","Medicinal plant Activities, Phytochemicals & structural database","opaque","opaque",4,"map","aps","ps"
31231773,2019,"mepmirdb","medicinal plant microRNA database","opaque","translucent",8,"mep","rdb","db"
27681445,2017,"mpd3","Medicinal Plants Database for Drug Designing","opaque","opaque",4,"mpd","pd3","d3"
26173767,2015,"mfmd","Mediterranean Founder Mutation Database","opaque","opaque",4,"mfm","fmd","md"
26424083,2015,"mgdb","Melanoma Gene Database","opaque","opaque",4,"mgd","gdb","db"
33822911,2021,"mensadb","MEmbrane protein dimer Novel Structure Analyser database","opaque","opaque",7,"men","adb","db"
24194596,2014,"mp:pd","membrane protein packing database","opaque","opaque",5,"mp:",":pd","pd"
24475242,2014,"metametadb","Meta-Metagenomic DataBase","opaque","translucent",10,"met","adb","db"
26322134,2015,"mines","Metabolic In silico Network Expansions","opaque","opaque",5,"min","nes","es"
31648227,2019,"manet","metabolic Molecular Ancestry Networks","opaque","opaque",5,"man","net","et"
33382886,2020,"metsrr","Metabolic Syndrome Research Resource","opaque","opaque",6,"met","srr","rr"
31637139,2019,"ncrna2mets","metabolic syndrome-associated non-coding RNA database","opaque","translucent",10,"ncr","ets","ts"
24828308,2014,"meko","Metabolite Profiling Database for Knock-Out Mutants in Arabidopsis","opaque","opaque",4,"mek","eko","ko"
22096233,2012,"minas","Metal Ions in Nucleic AcidS","opaque","opaque",5,"min","nas","as"
31504189,2020,"melad","Metalloenzyme-Ligand Association Database","opaque","opaque",5,"mel","lad","ad"
33084905,2021,"medas","Metazoan Developmental Alternative Splicing database","opaque","opaque",5,"med","das","as"
23219992,2013,"ment","Methylation and Expression database of Normal and Tumor tissues","opaque","opaque",4,"men","ent","nt"
33835460,2021,"met-db","MethylTranscriptome DataBase","opaque","opaque",6,"met","-db","db"
21349870,2011,"mpid-t2","MHC-Peptide Interaction Database-TR version 2","opaque","opaque",7,"mpi","-t2","t2"
29869221,2019,"mu3d","Miami University Deception Detection Database","opaque","opaque",4,"mu3","u3d","3d"
29177508,2018,"mvp","Microbe Versus Phage","opaque","opaque",3,"mvp","mvp","vp"
23118485,2013,"mbgd","microbial genome database for comparative analysis","opaque","opaque",4,"mbg","bgd","gd"
23178820,2013,"microbpad md","microbial pathogen diagnostic methods database","opaque","opaque",12,"mic"," md","md"
31042284,2019,"ml repo","Microbiome Learning Repo","opaque","opaque",7,"ml ","epo","po"
33125077,2021,"masi","microbiota-active substance interactions database","opaque","opaque",4,"mas","asi","si"
33903708,2021,"map","microRNA Analysis Portal","opaque","opaque",3,"map","map","ap"
21177657,2011,"mesadb","microRNA expression and sequence analysis database","opaque","opaque",6,"mes","adb","db"
25425035,2014,"micropir","microRNA promoter interaction resource","opaque","opaque",8,"mic","pir","ir"
28854643,2017,"msdb","Microsatellite Database","opaque","opaque",4,"msd","sdb","db"
29109711,2017,"mipepbase","Mimicry Peptide Database","opaque","translucent",9,"mip","ase","se"
22146221,2012,"mnm","Minimotif Miner","opaque","opaque",3,"mnm","mnm","nm"
31612915,2020,"mibig","Minimum Information about a Biosynthetic Gene Cluster Data Standard and Repository","opaque","opaque",5,"mib","big","ig"
31404401,2019,"mirdrn","miRDRN-miRNA disease regulatory network","opaque","translucent",6,"mir","drn","rn"
30963485,2019,"mirandb","miRNA algorithmic network database","opaque","translucent",7,"mir","ndb","db"
27742822,2017,"mirpathdb","miRNA Pathway Dictionary Database","opaque","translucent",9,"mir","hdb","db"
29106642,2018,"msdd","MiRNA SNP Disease Database","opaque","opaque",4,"msd","sdd","dd"
25542617,2015,"mseqdr","Mitochondrial Disease Sequence Data Resource","opaque","opaque",6,"mse","qdr","dr"
24170808,2014,"mitobreak","mitochondrial DNA breakpoints database","opaque","translucent",9,"mit","eak","ak"
22123747,2012,"mitozoa","MITOchondrial genome database of metaZOAns","opaque","translucent",7,"mit","zoa","oa"
25435547,2015,"mpic","Mitochondrial Protein Import Components (MPIC) Database","translucent","opaque",4,"mpi","pic","ic"
34266386,2021,"mitotox","mitochondrial toxicity database","opaque","transparent",7,"mit","tox","ox"
34729303,2021,"mcdb","Mitotic Catastrophe Database","opaque","opaque",4,"mcd","cdb","db"
32386298,2020,"mgp portal","Mnemiopsis Genome Project Portal","opaque","opaque",10,"mgp","tal","al"
21856757,2011,"modencode","model organism Encyclopedia of DNA Elements","opaque","opaque",9,"mod","ode","de"
29284660,2018,"modern","model organism Encyclopedia of Regulatory Networks","opaque","opaque",6,"mod","ern","rn"
24350770,2014,"moped","Model Organism Protein Expression Database","opaque","opaque",5,"mop","ped","ed"
33835459,2021,"modomics","Modification Pathways Database","opaque","opaque",8,"mod","ics","cs"
29618898,2018,"modii","MOlecular Database on Indian Insects","opaque","opaque",5,"mod","dii","ii"
25022454,2014,"micad","Molecular Imaging and Contrast Agent Database","opaque","opaque",5,"mic","cad","ad"
22096227,2012,"mint","Molecular INTeraction Database","opaque","opaque",4,"min","int","nt"
29155944,2018,"mist","Molecular Interaction Search Tool","opaque","opaque",4,"mis","ist","st"
24319143,2014,"mmdb","Molecular Modeling Database","opaque","opaque",4,"mmd","mdb","db"
28104956,2016,"mpdb","Molecular Pathways Brain Database","opaque","opaque",4,"mpd","pdb","db"
30092360,2018,"mpdsdm","Molecular property diagnostic suite for diabetes mellitus","opaque","opaque",6,"mpd","sdm","dm"
21546393,2011,"msigdb","Molecular signatures database","opaque","opaque",6,"msi","gdb","db"
34510194,2021,"modb","Mollusca mitochondrial database","opaque","opaque",4,"mod","odb","db"
30944327,2019,"miadb","monoterpene indole alkaloid database","opaque","opaque",5,"mia","adb","db"
23860041,2014,"mgdd","Moroccan Genetic Disease Database","opaque","opaque",4,"mgd","gdd","dd"
24923822,2014,"morusdb","Morus Genome Database","opaque","translucent",7,"mor","sdb","db"
32386544,2020,"ccfv3","Mouse Brain Common Coordinate Framework","opaque","opaque",5,"ccf","fv3","v3"
33104772,2021,"gxd","Mouse Gene Expression Database","opaque","opaque",3,"gxd","gxd","xd"
22075990,2012,"mgd","Mouse Genome Database","opaque","opaque",3,"mgd","mgd","gd"
23110975,2012,"mgi","Mouse Genome Informatics","opaque","opaque",3,"mgi","mgi","gi"
22139941,2012,"mmmdb","Mouse Multiple Tissue Metabolome Database","opaque","opaque",5,"mmm","mdb","db"
22102583,2012,"mpd","Mouse Phenome Database","opaque","opaque",3,"mpd","mpd","pd"
25332399,2015,"mtb","Mouse Tumor Biology Database","opaque","opaque",3,"mtb","mtb","tb"
23071556,2012,"mk4mdd","Multi-level Knowledge base for Major Depressive Disorder","opaque","opaque",6,"mk4","mdd","dd"
28651363,2017,"neurommsig","Multimodal mechanistic signatures for neurodegenerative diseases","opaque","translucent",10,"neu","sig","ig"
31652812,2019,"mmdb","Murine Microbiome Database","opaque","opaque",4,"mmd","mdb","db"
32777102,2020,"msk-kp","Musculoskeletal Knowledge Portal","opaque","opaque",6,"msk","-kp","kp"
27907895,2017,"mutlbsgenedb","mutated ligand binding site gene DataBase","opaque","translucent",12,"mut","edb","db"
26513174,2015,"mdp","Mutations and Drugs Portal","opaque","opaque",3,"mdp","mdp","dp"
29401218,2018,"muthtp","mutations in human transmembrane proteins","opaque","opaque",6,"mut","htp","tp"
29036655,2017,"mfib","Mutual Folding Induced by Binding","opaque","opaque",4,"mfi","fib","ib"
33514395,2021,"mpm","My Personal Mutanome","opaque","opaque",3,"mpm","mpm","pm"
33653882,2021,"msr","Mycobacterial Systems Resource","opaque","opaque",3,"msr","msr","sr"
21904429,2011,"mgdb","Mycobacteriophage genome database","opaque","opaque",4,"mgd","gdb","db"
21584191,2011,"mtb-pcdb","Mycobacterium tuberculosis Proteome Comparison Database","opaque","opaque",8,"mtb","cdb","db"
34025934,2021,"mycotrap-db","Mycobacterium tuberculosis Resistance Associated","opaque","translucent",11,"myc","-db","db"
21880546,2011,"mtbsd","Mycobacterium tuberculosis Structural Database","opaque","opaque",5,"mtb","bsd","sd"
29897419,2018,"mardy","Mycology Antifungal Resistance Database","opaque","opaque",5,"mar","rdy","dy"
34900127,2021,"mikb","Myocardial infarction knowledge base","opaque","opaque",4,"mik","ikb","kb"
29917040,2018,"mpd","Mypathogen database","opaque","opaque",3,"mpd","mpd","pd"
33103271,2020,"nandesyn","Nannochloropsis Design and Synthesis","opaque","opaque",8,"nan","syn","yn"
21928249,2011,"rbla03s4sp","Nanosized Cancer Polymarker Biochip Project","opaque","opaque",10,"rbl","4sp","sp"
26013919,2015,"nig_mog","National Institute of Genetics Mouse Genome database","opaque","opaque",7,"nig","mog","og"
21982653,2011,"gentac","National Registry of Genetically Triggered Thoracic Aortic Aneurysms and Cardiovascular Conditions","opaque","opaque",6,"gen","tac","ac"
25178289,2014,"npcdb","Native Pig and Chicken Breed Database","opaque","opaque",5,"npc","cdb","db"
27530928,2016,"nldb","Natural Ligand DataBase","opaque","opaque",4,"nld","ldb","db"
33306802,2020,"npbs","Natural Products & Biological Sources","opaque","opaque",4,"npb","pbs","bs"
23203877,2013,"npact","Naturally Occurring Plant-based Anti-cancer Compound-Activity-Target database","opaque","opaque",5,"npa","act","ct"
26183225,2015,"neu-gd","Near East University Genetic Mutation Database","opaque","opaque",6,"neu","-gd","gd"
33514746,2021,"ngd","Nelumbo Genome Database","opaque","opaque",3,"ngd","ngd","gd"
29739837,2018,"nvertx","Nematostella vectensis Embryogenesis and Regeneration Transcriptomics","opaque","opaque",6,"nve","rtx","tx"
23996831,2014,"naps","Nencki Affective Picture System","opaque","opaque",4,"nap","aps","ps"
27899613,2017,"nsdna","Nervous System Disease NcRNAome Atlas","translucent","opaque",5,"nsd","dna","na"
26516186,2016,"ncg","Network of Cancer Genes","opaque","opaque",3,"ncg","ncg","cg"
31809863,2019,"psymukb","NeuroPsychiatric Mutation Knowledge Base","opaque","translucent",7,"psy","ukb","kb"
22517761,2012,"ngs","Next Generation Sequencing Catalog","opaque","opaque",3,"ngs","ngs","gs"
21884625,2011,"nfi-regulome","NFI-Regulome Database","opaque","translucent",12,"nfi","ome","me"
28086860,2017,"nadh","Nicotiana attenuata Data Hub","opaque","opaque",4,"nad","adh","dh"
26393351,2015,"dknet","NIDDK Information Network","opaque","opaque",5,"dkn","net","et"
27152146,2016,"ncro","Non-Coding RNA Ontology","opaque","opaque",4,"ncr","cro","ro"
25392405,2015,"nhprtr","non-human primate reference transcriptome resource","opaque","opaque",6,"nhp","rtr","tr"
24297257,2014,"nectar","Non-synonymous Enriched Coding muTation ARchive","opaque","opaque",6,"nec","tar","ar"
21491493,2011,"ncad","Noncoded Amino acids Database","opaque","opaque",4,"nca","cad","ad"
31640730,2019,"nard","Northeast Asian Reference Database","opaque","opaque",4,"nar","ard","rd"
27285615,2016,"neihpid","Northeast India Helminth Parasite Information Database","opaque","opaque",7,"nei","pid","id"
28641017,2017,"nanpdb","Northern African Natural Products Database","opaque","opaque",6,"nan","pdb","db"
30354114,2019,"nr-dbind","Nuclear Receptors Database Including Negative Data","opaque","opaque",8,"nr-","ind","nd"
28775335,2017,"nubbedb","Nuclei of Bioassays, Ecophysiology and Biosynthesis of Natural Products Database","opaque","opaque",7,"nub","edb","db"
24185695,2014,"ndb","Nucleic Acid Database","opaque","opaque",3,"ndb","ndb","db"
27905517,2016,"g4ipdb","Nucleic acid G-quadruplex structure (G4) Interacting Proteins DataBase","opaque","opaque",6,"g4i","pdb","db"
26896846,2016,"naldb","Nucleic acid ligand database","opaque","opaque",5,"nal","ldb","db"
26656949,2016,"npidb","Nucleic acid-Protein Interaction DataBase","opaque","opaque",5,"npi","idb","db"
33021634,2021,"ndb","Nucleome Data Bank","opaque","opaque",3,"ndb","ndb","db"
30335176,2019,"nucmap","nucleosome positioning map","opaque","translucent",6,"nuc","map","ap"
26507856,2016,"nbdb","Nucleotide binding database","opaque","opaque",4,"nbd","bdb","db"
29201145,2017,"ocdd","Obesity and Co-morbid Disease Database","opaque","opaque",4,"ocd","cdd","dd"
34655133,2022,"oas","Observed Antibody Space","opaque","opaque",3,"oas","oas","as"
31831730,2019,"opd","Odonate Phenotypic Database","opaque","opaque",3,"opd","opd","pd"
32693783,2020,"order","Oilseed Rape Developmental Expression Resource","opaque","opaque",5,"ord","der","er"
28365722,2017,"ocappi-db","Oligonucleotide Capture Probes for Pathogen Identification Database","opaque","opaque",9,"oca","-db","db"
26827236,2016,"ogdd","Olive Genetic Diversity Database","opaque","opaque",4,"ogd","gdd","dd"
25399418,2015,"oma","OMA orthology database","opaque","opaque",3,"oma","oma","ma"
28511181,2017,"1-cmdb","one-carbon metabolism database","opaque","opaque",6,"1-c","mdb","db"
25428349,2015,"omim","Online Mendelian Inheritance in Man","opaque","opaque",4,"omi","mim","im"
30535146,2019,"ogob","Oomycete Gene Order Browser","opaque","opaque",4,"ogo","gob","ob"
22768977,2012,"otd","Oomycete Transcriptomics Database","opaque","opaque",3,"otd","otd","td"
33361798,2021,"octad","Open Cancer TherApeutic Discovery","opaque","opaque",5,"oct","tad","ad"
31566225,2020,"ogrdb","Open Germline Receptor Database","opaque","opaque",5,"ogr","rdb","db"
26578589,2016,"oreganno","Open Regulatory Annotation database","opaque","translucent",8,"ore","nno","no"
26496950,2016,"opentein","Open Teratoma Investigation","opaque","opaque",8,"ope","ein","in"
31662803,2018,"odiac","Open-source Data Inventory for Anthropogenic CO2","opaque","opaque",5,"odi","iac","ac"
33247934,2020,"ogda","Organelle Genome Database for Algae","opaque","opaque",4,"ogd","gda","da"
34241085,2021,"ocelot","Organic Crystals in Electronic and Light-Oriented Technologies","opaque","opaque",6,"oce","lot","ot"
28182744,2017,"omdb","Organic materials database","opaque","opaque",4,"omd","mdb","db"
21890895,2012,"opm","Orientations of Proteins in Membranes","opaque","opaque",3,"opm","opm","pm"
26995712,2016,"odcs","Orphan Disease Connections","opaque","opaque",4,"odc","dcs","cs"
26637529,2015,"onrldb","Orphan Nuclear Receptor Ligand Binding Database","opaque","opaque",6,"onr","ldb","db"
34122478,2021,"psdx","P. trichocarpa Stem Differentiating Xylem  database","opaque","opaque",4,"psd","sdx","dx"
29223505,2018,"pgmd","Pakistan Genetic Mutation Database","opaque","opaque",4,"pgm","gmd","md"
29455297,2018,"pep725","Pan European Phenological database","opaque","opaque",6,"pep","725","25"
31373607,2020,"pird","Pan Immune Repertoire Database","opaque","opaque",4,"pir","ird","rd"
21731755,2011,"pansnpdb","Pan-Asian SNP genotyping database","opaque","translucent",8,"pan","pdb","db"
31599098,2020,"psmd","Pan-Species Microsatellite Database","opaque","opaque",4,"psm","smd","md"
24839966,2014,"pcd","Pancreatic Cancer Database","opaque","opaque",3,"pcd","pcd","cd"
24569397,2014,"pcmdb","Pancreatic Cancer Methylation Database","opaque","opaque",5,"pcm","mdb","db"
24163255,2014,"ped","Pancreatic Expression Database","opaque","opaque",3,"ped","ped","ed"
27616775,2016,"pgd","Pangolin Genome Database","opaque","opaque",3,"pgd","pgd","gd"
23093593,2013,"pave","Papillomavirus Episteme","opaque","opaque",4,"pav","ave","ve"
33304468,2020,"pdmethdb","Parkinson's Disease Methylation Database","opaque","translucent",8,"pdm","hdb","db"
25414340,2015,"phi-base","Pathogen-Host Interactions database","opaque","opaque",8,"phi","ase","se"
31337335,2019,"pptdb","Pathogenic Protist Transmembranome database","opaque","opaque",5,"ppt","tdb","db"
27625390,2017,"pathoyeastract","PATHOgenic YEAst Search for Transcriptional Regulators And Consensus Tracking","opaque","translucent",14,"pat","act","ct"
25336619,2015,"paidb","Pathogenicity Island Database","opaque","opaque",5,"pai","idb","db"
24225323,2014,"patric","Pathosystems Resource Integration Center","opaque","opaque",6,"pat","ric","ic"
23046413,2012,"paged","Pathway And Gene Enrichment Database","opaque","opaque",5,"pag","ged","ed"
31950190,2020,"pcalistdb","PCa related lifestyle database","opaque","opaque",9,"pca","tdb","db"
32810235,2021,"pcat","PDX for Childhood Cancer Therapeutics","opaque","opaque",4,"pca","cat","at"
29126123,2018,"pedam","Pediatric Disease Annotations & Medicines","opaque","translucent",5,"ped","dam","am"
28365721,2017,"pcppi","Penicillium -Crop Protein-Protein Interactions","opaque","opaque",5,"pcp","ppi","pi"
29982280,2019,"pepbdb","Peptide Binding DataBase","opaque","translucent",6,"pep","bdb","db"
30134653,2018,"padfrag","Pesticide And Drug Fragments","opaque","opaque",7,"pad","rag","ag"
23162083,2013,"ptid","Pesticide-Target interaction database","opaque","opaque",4,"pti","tid","id"
34387941,2021,"pharmgkb","Pharmacogenomics Knowledgebase","opaque","transparent",8,"pha","gkb","kb"
22559792,2012,"pkkb","PharmacoKinetics Knowledge Base","opaque","opaque",4,"pkk","kkb","kb"
28862395,2018,"pms_dn","Phelan-McDermid syndrome data network","opaque","opaque",6,"pms","_dn","dn"
22009677,2012,"phenom","Phenomics of yeast Mutants","opaque","translucent",6,"phe","nom","om"
27026615,2016,"phekb","Phenotype KnowledgeBase","opaque","opaque",5,"phe","ekb","kb"
21507258,2011,"phemadb","Phenotype Microarray DataBase","opaque","opaque",7,"phe","adb","db"
32646415,2020,"eccparacorp","Physician Data Query","opaque","opaque",11,"ecc","orp","rp"
23396298,2013,"pipemicrodb","PIgeonPEa Microsatellite DataBase","opaque","opaque",11,"pip","odb","db"
28651001,2017,"pptfdb","Pigeonpea Transcription Factors Database","opaque","opaque",6,"ppt","fdb","db"
34107869,2021,"pinir","Pin-II type PIs Information Resource","opaque","opaque",5,"pin","nir","ir"
30245835,2018,"pgd","Pineapple Genomics Database","opaque","opaque",3,"pgd","pgd","gd"
31103066,2019,"pat","Placental Atlas Tool","opaque","opaque",3,"pat","pat","at"
23426257,2013,"planform","Planarian formalization","opaque","opaque",8,"pla","orm","rm"
28053167,2017,"pcerbase","Plant ceRNA database","opaque","opaque",8,"pce","ase","se"
29040761,2018,"pcsd","Plant Chromatin State Database","opaque","opaque",4,"pcs","csd","sd"
33546584,2021,"plantannot","Plant Co-expression Annotation Resource","opaque","translucent",10,"pla","not","ot"
23688397,2013,"planex","PLAnt co-EXpression database","opaque","opaque",6,"pla","nex","ex"
33997360,2021,"pcpd","Plant cytochrome P450 database","opaque","opaque",4,"pcp","cpd","pd"
30364952,2019,"ped","Plant Editosome Database","opaque","opaque",3,"ped","ped","ed"
27987164,2017,"pgdbj","Plant Genome DataBase Japan","opaque","opaque",5,"pgd","dbj","bj"
23180799,2013,"pgdd","Plant Genome Duplication Database","opaque","opaque",4,"pgd","gdd","dd"
34111777,2021,"pid","Plant Intron Database","opaque","opaque",3,"pid","pid","id"
27742820,2017,"piece","Plant Intron Exon Comparison and Evolution","opaque","opaque",5,"pie","ece","ce"
33079992,2021,"plncdb","Plant long non-coding RNA database","opaque","translucent",6,"pln","cdb","db"
31602478,2020,"pmiren","Plant miRNA Encyclopedia","opaque","translucent",6,"pmi","ren","en"
23725466,2013,"pmted","Plant MiRNA Target Expression Database","opaque","opaque",5,"pmt","ted","ed"
24174541,2014,"p-mite","plant MITE database","opaque","opaque",6,"p-m","ite","te"
27924044,2017,"plamom","Plant Mobile Macromolecules","opaque","opaque",6,"pla","mom","om"
22058132,2012,"plantnatsdb","plant NAT database","opaque","transparent",11,"pla","sdb","db"
25398903,2015,"pnrd","plant ncRNA database","opaque","opaque",4,"pnr","nrd","rd"
22369214,2012,"nsltpdb","plant non-specific lipid transfer protein database","opaque","translucent",7,"nsl","pdb","db"
25505034,2015,"podc","Plant Omics Data Center","opaque","opaque",4,"pod","odc","dc"
24092884,2014,"podb","Plant Organelles Database","opaque","opaque",4,"pod","odb","db"
30395277,2019,"plantpan","Plant Promoter Analysis Navigator","opaque","translucent",8,"pla","pan","an"
27987179,2017,"ppdb","Plant Promoter Database","opaque","opaque",4,"ppd","pdb","db"
25435546,2015,"plant-pras","Plant Protein Annotation Suite database","opaque","translucent",10,"pla","ras","as"
